id,age,sex,race,educ,dipged,paeduc,maeduc,speduc,sei10,conrinc,coninc,degree,padeg,madeg,spdeg,citizen,born,year,cohort,spsei10,pasei10,masei10,childs,immcrime,abany,abdefect,abhlth,abnomore,abpoor,abrape,absingle,accptoth,acqntsex,actassoc,actlaw,adults,advfront,affctlaw,affrmact,aged,aidscndm,aidslook,amancstr,ambetter,ambornin,amchrstn,amcit,amcitizn,amcult,amenglsh,amfeel,amgovt,amlived,amownway,amproud1,amshamed,amsports,amtv,arthrtis,astrolgy,astrosci,attend,attrally,avoidbuy,babies,backpain,balneg,balpos,befair,belikeus,bettrlfe,betrlang,bible,bigbang,boyorgrl,buypol,buyvalue,cantrust,cappun,careself,carried,chldidel,chngeoth,chngtme,choices,citworld,class,closeblk,closewht,clsenoam,clsestat,clsetown,clseusa,cntctgov,colath,colcom,coldeg1,colhomo,colmil,colmslm,colrac,colsci,colscinm,compperf,comprend,compuse,conarmy,conbus,conclerg,condemnd,condom,condrift,coneduc,confed,confinan,conjudge,conlabor,conlegis,conmedic,conpress,consci,contv,corruptn,courts,cowrkhlp,cowrkint,crack30,crimlose,cutahead,decsorgs,defpensn,dem10fut,dem10pst,demtoday,denom,denom16,depress,diabetes,directns,discaff,discaffm,discaffw,discpol,divlaw,divorce,dwelown,earnrs,earthsun,effctsup,elecfair,electron,elecvote,emailhr,emailmin,empinput,emptrain,eqwlth,esop,ethnic,evcrack,evidu,evolved,evpaidsx,evstray,evwork,excldimm,expdesgn,exptext,extrapay,extrayr,fair,fairearn,famgen,family16,famvswk,famwkoff,fear,fechld,feelevel,feeused,fefam,fehire,fejobaff,fepol,fepresch,finalter,finrela,forland,form,freetrde,fringeok,frndsex,fucitzn,fund,fund16,getahead,givblood,givchrty,givhmlss,givseat,god,goodlife,govdook,granborn,grass,grpother,grpparty,grprelig,grpsprts,grpwork,gunlaw,gvtrghts,handmove,hapcohab,hapmar,happy,haveinfo,health,health1,hefinfo,height,helpaway,helpblk,helpful,helphwrk,helpjob,helpnot,helpoth,helppoor,helpsick,helpusa,helpwrld,hhtype,hhtype1,hispanic,hivkiss,hivtest,hivtest1,hivtest2,hivvac,hlpequip,hlthall,hlthdays,homosex,hompop,hotcore,hrs1,hrs2,hrsrelax,hsbio,hschem,hsmath,hsphys,hunt,hurtatwk,hvylift,hyperten,idu30,if08who,if12who,ifwrong,immameco,immassim,immcult,immeduc,immideas,immjobs,immrghts,imports,incom16,income,income06,indperf,intecon,inteduc,intenvir,interpol,intfarm,intintl,intlblks,intlincs,intlwhts,intmed,intmil,intrhome,intsci,intspace,inttech,jobfind,jobfind1,jobhour,jobinc,joblose,jobmeans,jobpromo,jobsec,jobsecok,joindem,kidssol,knowschd,knowwhat,laidoff,lasers,learnnew,leftrght,lentto,lessprd,letdie1,letin1,letin1a,libath,libcom,libhomo,libmil,libmslm,librac,life,liveblks,livewhts,loanitem,localnum,maind10,major1,major2,majorcol,manvsemp,maocc10,marasian,marblk,marhisp,marhomo,marital,martype,marwht,matesex,mawrkgrw,mawrkslf,meltpot1,meovrwrk,mincult,misswork,mntlhlth,mobile16,mode,moredays,mustwork,nafta1,nafta2a,nataid,nataidy,natarms,natarmsy,natchld,natcity,natcityy,natcrime,natcrimy,natdrug,natdrugy,nateduc,nateducy,natenrgy,natenvir,natenviy,natfare,natfarey,natheal,nathealy,natmass,natpark,natrace,natracey,natroad,natsci,natsoc,natspac,natspacy,news,newsfrom,nextgen,notvote,ntcitvte,ntwkhard,numemps,nummen,numorg,numwomen,obey,obeylaws,opdevel,oppsegov,oth16,other,othersex,othjew,othlang,othlang1,othlang2,othreasn,othshelp,oversamp,overwork,owngun,ownstock,paidsex,painarms,paind10,paocc10,parborn,parcit,parsol,partfull,partners,partnrs5,partteam,partyid,patriot1,patriot2,patriot3,patriot4,pawrkslf,paytaxes,peocntct,peoptrbl,phase,phone,physhlth,pikupsex,pillok,pistol,polabuse,polactve,polattak,poleff11,poleff18,poleff19,poleff20,polescap,polfunds,polgreed,polhitok,polint1,polinter,polmurdr,polnews,polopts,polviews,popespks,popular,pornlaw,posslq,posslqy,postlife,powrorgs,pray,prayer,premarsx,pres08,pres12,preteen,prodctiv,promtefr,promteok,proudart,prouddem,proudeco,proudemp,proudgrp,proudhis,proudmil,proudpol,proudsci,proudspt,proudsss,racdif1,racdif2,racdif3,racdif4,raclive,racmeet,racopen,racwork,radioact,rank,ratetone,realinc,realrinc,reborn,refrndms,reg16,relactiv,relatsex,relig,relig16,reliten,relmeet,relpersn,res16,respect,respnum,retchnge,revmeet,rghtsmin,richwork,rifle,rincblls,rincom06,rincome,rowngun,safefrst,safehlth,safetywk,satfin,satjob,satjob1,savesoul,scibnfts,scifrom,scinews1,scinews2,scinews3,scistudy,scitext,secondwk,sector,seeksci,selffrst,selfless,servepeo,sexeduc,sexfreq,sexornt,sexsex,sexsex5,shortcom,shotgun,sibs,signdpet,size,slpprblm,socbar,socfrend,socommun,socrel,solarrev,solok,spanking,spden,spdipged,spevwork,spfund,sphrs1,sphrs2,spind10,spkath,spkcom,spkhomo,spklang,spkmil,spkmslm,spkrac,spocc10,spother,sprel,sprtprsn,spsector,spvtrfair,spwrkslf,spwrksta,stockops,stockval,stress,stress12,strredpg,suicide1,suicide2,suicide3,suicide4,supcares,suprvsjb,suphelp,talkedto,talkspvs,tax,teamsafe,teens,teensex,thnkself,toofast,toofewwk,trdestck,trdunion,trust,trustman,trynewjb,tvhours,unemp,union,unrelat,uscitzn,usedup,usemedia,useskill,usetech,usewww,uswar,uswary,valgiven,vetyears,viruses,visitors,voedcol,voednme1,voedncol,voednme2,volchrty,volmonth,vote08,vote12,voteelec,watchgov,waypaid,wealth,webmob,weekswrk,weight,whencol,whenhs,whoelse1,whoelse2,whoelse3,whoelse4,whoelse5,whoelse6,whywkhme,widowed,wkageism,wkcontct,wkdecide,wkfreedm,wkharoth,wkharsex,wkpraise,wkracism,wksexism,wksmooth,wksub,wksubs,wksup,wksups,wkvsfam,wlthblks,wlthwhts,workblks,workdiff,workfast,workfor1,workhard,workwhts,wrkgovt,wrkhome,wrksched,wrkslf,wrkstat,wrktime,wrktype,wrkwayup,wrldgovt,wwwhr,wwwmin,xmarsex,xmovie,xnorcsiz,yearsjob,yearval
323,70,2,1,17,1,6,11,13,76.3,,88680,4,0,0,1,1,1,2014,1944,52.1,65.3,78.3,2,4,1,1,1,1,1,1,1,2,,,,2,,,,3,,,3,4,3,4,2,2,5,2,2,1,2,2,2,2,3,4,,,,0,,,0,,,,,4,,,3,,,,,,2,4,6,,,,,4,3,5,8,2,3,2,1,,4,5,,4,4,4,4,,,,1,,2,2,2,,2,,1,1,3,3,1,3,1,2,1,3,,1,,,,,4,4,,,,,,,,,4,3,,,,,2,,0,,,,,,,,,,1,,14,2,2,,2,2,1,4,,,,,2,,1,1,,,2,,,3,,,,,,1,4,4,1,3,,,,2,2,3,6,5,4,6,4,3,,1,1,,,,,,1,,,,2,2,,1,,1,,4,2,2,4,6,2,2,2,1,,,3,1,1,,2,,,,,,,4,2,,,,,,,,,4,,,,,,,4,2,2,5,1,2,4,4,4,2,12,23,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,5,2,,,1,2,2,2,2,2,2,2,,,6,,5592,20,,,,710,,,,1,1,1,,1,1,2,,,5,,,2,2,,,2,4,2,,3,,1,1,,2,,2,,1,,1,1,,1,,1,,1,1,1,,1,1,1,1,,,,,,,,,1,,0,4,,,,,,,,2,,,,1,1,,1,,,,9470,3850,0,1,1,,1,1,,0,4,2,2,2,2,,,2,1,3,,,,1,2,,1,,,,,1,,,1,,,2,,,2,5,5,2,1,,,4,6,,,1,1,0,,,,2,2,2,,4,2,,2,1,3,1,,,,,2,,2,,,5,,56760,,2,,3,1,1,2,2,2,,4,6,,1,6,,,,1,,,,2,,,,1,,,2,,,,,,,,,2,,4,4,,,3,3,1,1,2,1,1,,13,,,,,,,,,,1,1,2,,,6680,1,1,1,,1,1,1,7020,,2,4,,,2,5,,,,,,,,,,,,,4,,2,,0,,1,,,,,1,,,,2,4,0,,,,,,,,,2000,0,,0,2,,,,6,2,1,1,,,,,,0,,1986,,2,2,2,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,,3,,1,,,2,5,,,,4,,,1,2,3,,
324,58,1,1,16,1,,8,20,65.3,49882.5,160742.2178,3,,0,4,1,1,2014,1956,63.7,,29.2,0,2,,,,,,,,4,,,,2,2,,3,1,1,1,3,2,3,4,1,3,2,1,2,1,3,2,2,2,2,3,1,2,3,3,,,0,2,,1,,3,2,,1,,2,,,,1,4,4,3,,4,,4,3,,,2,3,3,2,,,,2,,,,,1,4,,1,1,1,2,3,3,2,1,2,2,3,3,2,3,1,2,2,2,,2,2,2,,,4,2,,,,,,,2,2,3,,3,,,1,2,1,2,2,4,,1,,0,0,,,5,,15,2,2,1,2,2,,3,2,1,,,2,3,1,5,2,3,,3,,3,3,,3,2,3,2,4,2,1,3,2,,,2,2,,6,4,4,4,6,3,,4,2,,,,,,,,1,,2,2,2,,4,1,70,6,3,2,3,6,4,2,3,2,,,3,1,1,2,1,,1,2,3,,5,,2,1,40,,3,1,2,5,2,,0,2,1,,,,4,2,2,2,2,2,4,4,2,1,12,25,,1,2,1,,2,2,4,3,4,1,1,1,2,2,1,3,3,5,2,4,1,4,3,1,,4,4,2,2,2,2,,6,4,1,3,3,,,,,,,,3,2,6,4,6870,40,,40,4,5900,3,3,3,,1,1,1,1,1,2,,4,4,0,5,2,1,0,2,3,,2,,1,,2,1,,1,,2,,2,,1,1,,3,,2,,2,3,1,,2,1,2,2,,1,1,1,,,0,,0,,30,3,,3,,,,,,2,,,,1,1,1,,,,1,,,0,1,1,1,1,1,2,2,1,2,2,2,,,,2,1,4,30,,4,,2,,1,,,,,2,,,1,,,2,,,4,3,5,1,1,,1,4,2,1,4,,2,0,2,4,3,2,2,2,3,3,1,1,2,2,2,2,2,2,1,2,1,,,,,4,2,134817.4399,31927.5,2,,3,4,1,2,2,2,,2,6,1,2,6,,,,,2,20,12,,3,2,3,2,1,2,1,1,2,,1,,2,5,2,1,3,4,3,,1,3,3,3,3,2,,1,,13,2,2,2,4,5,,,3,,1,,2,40,,7860,,,,,,,,2000,,2,2,2,1,2,1,,,2,2,1,1,2,2,2,1,2,1,1,5,,3,0,2,1,2,2,,2,2,3,3,4,2,3,0,,1,,2,5,1,1,,3000,0,2,0,2,,,,6,2,1,1,,,1,,,52,165,1988,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,3,2,,2,6,4,5,2,2,,4,4,1,3,1,2,1,2,5,1,4,0,30,,2,3,26,
325,54,2,3,14,1,,16,16,39.7,4064.5,49882.5,2,,3,2,1,2,2014,1960,56.9,,,1,4,,,,,,,,4,,,,3,2,,3,1,1,1,2,4,3,1,1,4,4,1,1,1,2,2,1,2,2,4,1,1,3,3,,,0,1,,1,,2,2,1,2,2,2,,,,2,2,6,2,,3,,2,3,,,3,2,2,2,,,,1,,,,,2,,,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,3,2,2,,2,1,3,,,4,4,,,,,,,2,2,4,,3,,,2,1,1,3,1,1,,,,2,0,,,4,,20,2,2,1,2,2,,2,2,2,,,1,1,2,5,3,3,,4,75,1,2,,1,2,2,3,3,4,1,2,1,,,2,2,,6,2,2,5,6,4,,3,1,,,,,,,,1,,2,2,1,,3,3,64,4,5,2,4,4,3,1,3,5,,,41,1,1,2,2,,,2,2,,0,,3,1,32,,4,1,1,4,1,,0,1,2,,,,4,2,2,4,2,2,4,4,1,3,12,20,,1,1,1,,2,1,3,2,5,1,2,1,1,2,1,1,1,4,3,1,1,2,5,1,,2,2,2,2,2,2,,6,4,1,5,4,,,,,,,,2,2,6,4,,16,,16,5,,2,2,2,,1,1,2,1,2,,2,2,4,0,21,2,1,4,2,3,3,3,,3,,1,1,,1,,1,,2,,2,1,,1,,1,,1,3,3,,2,2,1,3,,3,5,2,,,0,,4,,0,2,,4,,,,,,1,7,,,2,1,3,,,,2,,,2,2,1,1,1,1,2,3,2,2,2,4,,,,2,2,6,0,,1,,2,,1,,,,,2,,,2,,,2,,,4,3,4,1,1,,1,2,2,2,4,1,1,0,2,4,4,2,2,3,3,2,2,1,2,2,1,3,2,2,2,1,1,,,,2,5,3,31927.5,2601.5,2,,3,2,1,2,2,1,,3,5,3,2,4,,,,,2,5,5,,3,2,3,1,1,4,1,1,5,,,,2,5,2,4,3,4,5,,1,4,3,1,1,2,,2,,13,4,5,2,7,3,,,2,38,1,,2,8,,7070,,,,1,,,,4920,,1,3,1,4,1,2,,,1,,2,2,2,2,2,4,2,4,2,1,,2,0,1,5,2,1,,3,2,3,1,4,2,4,0,1,2,,2,80,,1,,1000,0,1,0,2,,,,4,1,1,1,,,2,,,26,135,1991,,2,2,2,2,2,1,,2,1,2,3,3,1,2,1,1,1,2,1,3,2,,1,5,3,6,2,2,,3,2,2,1,4,2,1,3,5,1,2,5,0,,2,3,13,
326,50,2,3,12,1,,5,12,25,,,1,,0,1,,1,2014,1964,14.8,,25,1,,1,1,1,1,1,1,1,,,1,2,2,2,3,,1,1,1,,,,,,,,,,,,,,,,,,2,3,7,3,4,0,,,,1,,2,1,2,2,,7,,3,1,,,,3,,4,,2,6,9,,,,,3,4,5,,4,4,4,4,2,,,2,,1,1,2,,2,1,2,2,2,1,3,3,1,1,1,2,2,3,,,,1,,,,,,10,70,14,,,,2,,,3,,1,,1,1,,2,1,1,,,,,1,,30,2,2,2,2,1,1,,2,2,,,1,,2,5,,,2,,,3,,,,,,2,2,,2,,,,,2,1,1,,,,,6,2,2,,1,3,4,1,3,4,1,,,,2,2,,2,,1,,,1,2,,,3,3,1,5,7,,4,11,2,2,1,200898,1,2,,7,,4,3,,,,,1,2,1,2,4,,,,,,,,,,,,,,,,2,.a,.a,,2,2,1,,2,2,,,,1,2,1,1,2,2,,,,,,,,,,4,2,,,,,,2,,,,,,2,2,2,1,1,2,1,,,,,3570,,,,,7750,,,,3,1,1,,1,1,2,,,,,,2,1,,,,,,1,,2,1,,2,,2,,2,,1,2,,1,,1,,1,2,2,,1,2,1,1,,2,,5,2,,1,,,7,,0,4,7,,,,,,,1,2,,1,,1,,2,,,,,,3,,3,,1,1,,3,,,,,,7,1,,1,3,,,,2,2,4,1,2,2,4,4,1,4,2,2,2,4,2,2,7,4,,5,2,,1,1,,1,,,1,1,0,,,,,,,,,,,,,,,,,,,1,2,2,,2,6,3,,,1,2,3,6,1,1,1,2,2,2,6,,1,,3,,,2,,,,,,,,2,1,,2,2,3,,,2,2,4,,,3,,,2,,3,3,1,1,,2,0,1,13,,,,,,1,7,,70,1,,2,21,,4970,1,1,1,3,1,1,2,9640,,1,2,,,2,2,,,,,,,,,,,,,,,2,,1,,1,2,,,,2,,,,2,2,0,,,4,,,,,,,0,2,0,,,2,,,,1,1,,7,,,,0,,,,2,2,2,2,2,1,,2,,,,,,,,,,,1,3,2,,,,,,,,,2,,2,,,2,7,,,,,,,1,2,3,,
327,36,2,1,9,2,12,12,6,21.6,15703.75,40645,1,1,1,0,,2,2014,1978,34.7,46.6,,2,,2,1,1,2,2,1,2,,,7,1,2,,2,4,,1,1,,,,,,,,,,,,,,,,,,,,8,3,1,0,,,,2,,,1,1,,,7,,3,2,,,3,2,,1,,2,1,4,,,,,3,5,4,,5,5,5,5,,,,1,1,,,,,2,,,,,,,,,,,,3,3,,,,3,,,,,10,8,70,18,,,,1,,4,1,1,2,1,2,,,1,,1,3,0,,,,,17,2,2,,2,2,1,,,,,,,,2,8,,,2,4,50,1,2,2,,1,2,1,3,,2,,,,,2,1,1,,,,,6,,2,4,,4,2,1,2,4,1,6,,,1,3,,2,,2,,,,,,,,,,,6,6,4,11,2,2,1,201201,4,2,,7,,1,4,,,,,,,,,4,,,,,,,,,,,,,,,,3,12,19,,,,,,,,2,,6,,,,,,,,,5,3,,1,2,4,,3,,,,,,,7,,,2,3,,1,1,1,1,1,1,2,5,2,,,,,,,,,2,2,1,4,1,1,1,1,2,,,2,,,,3,1,,,,,,3,,3,1,,2,,1,,2,,1,2,,2,,1,,1,2,2,,3,3,2,2,,2,3,,,7,6,,,1,,0,,7,,6,,,,,1,1,,7,,1,,2,,,,6390,9000,8,,,1,1,1,,0,,,,,2,7,4,,2,6,,,4,2,,2,,4,1,1,2,,1,4,,1,3,,3,7,3,,,,,1,2,,2,2,1,1,1,2,,,,,,,,,,,,,,,2,2,2,1,1,4,2,,,5,3,26015,10051.25,1,1,0,4,1,11,1,1,3,2,4,,2,,4,7,,2,,13,11,,,,,2,4,,1,,,,,,,,,,,,,1,1,5,3,1,1,,2,4,1,57,,7,6,7,3,,7,4,70,,,2,50,,4890,2,2,2,2,2,2,2,6005,,11,1,,,2,1,,,,,,2,1,2,2,,,,,,1,,0,1,,,,,,,,,2,,,0,1,,3,,,,,1,,0,,0,,,2,,,,1,1,7,7,,,,40,,,,2,2,2,2,2,1,,2,,,,,,,,,,,1,4,1,3,,6,1,7,,,,,1,2,,,2,7,,,1,,1,0,1,,3,,
328,34,2,3,15,1,8,8,,32.6,17551.25,33255,1,0,0,,,2,2014,1980,,19.6,12.6,2,,1,1,1,1,1,1,1,,,5,2,2,2,1,,1,1,1,,,,,,,,,,,,,,,,,2,2,2,4,3,4,2,2,2,,3,,2,1,1,1,1,5,,4,1,,,,3,1,3,,3,8,8,,,,,1,5,5,,4,5,5,5,1,3,,2,,1,2,2,,2,,2,1,1,1,1,2,1,2,1,3,4,2,2,2,,7,,,2,,7,9,,,2,2,,3,,,2,,,,2,2,4,1,2,1,,,2,2,4,,38,2,2,1,2,2,,,2,2,,,2,2,2,1,3,1,1,,50,1,,,,,,3,3,,2,,1,,1,2,2,1,,,,,6,2,1,4,2,4,4,4,4,4,1,7,2,1,,2,1,2,2,1,60,,5,2,,,5,3,5,2,6,4,6,18,23,1,1,201207,1,2,1,6,0,4,4,1,15,,1,1,1,6,1,4,0,2,1,,1,1,,,,,,,,,,1,12,18,,2,1,2,,3,2,,,,2,2,1,2,3,2,,3,,,,,,,2,3,1,1,2,1,2,2,8,,,,,,2,2,2,2,2,2,1,,,,4,8660,,,,2,4230,,,,1,3,,,1,1,2,,,,0,0,3,1,0,2,,,,3,,3,2,,2,,2,,1,,1,2,,1,,1,,1,2,2,,2,2,2,1,,2,,3,2,7,7,30,,10,,0,4,7,4,7,,,,,1,2,,6,,1,3,2,4,,1,8680,4110,8,,3,2,1,1,1,2,,,,,2,7,2,,1,6,0,,,2,2,3,1,2,4,2,3,1,3,2,2,2,1,2,2,7,3,5,5,2,,2,1,,3,,,,,0,1,4,4,,,,1,,,,,,,,,,,,1,4,2,3,1,1,2,21285,11233.75,2,1,0,1,1,2,2,2,2,3,5,1,1,,4,7,1,2,2,14,11,,2,1,2,3,2,2,1,3,3,,,11,2,5,2,,3,,,2,,5,3,1,1,,2,1,3,57,4,,,,,,7,,,1,,,,,,1,1,1,1,1,1,1,,,,3,,1,,,2,,4,2,1,,,,,2,2,2,,3,1,1,0,,1,1,1,,1,2,2,2,,2,4,0,2,1,3,1,0,,,,,0,2,0,2,,,,,,2,2,7,7,2,7,,35,140,,1997,2,2,2,2,2,1,,2,2,2,3,1,2,1,2,2,2,1,1,3,2,,2,,,,2,2,1,2,,2,1,1,2,2,2,2,,,,,1,1,3,2,
329,19,2,3,12,1,,8,,21.8,369.5,60967.5,1,,0,,1,1,2014,1995,,,39.5,0,4,2,1,1,2,2,1,2,2,2,,,2,,,,,1,1,3,2,2,4,1,2,3,1,1,1,2,3,2,4,2,3,,,,4,,,0,,,,,4,,,2,,,,,,2,3,6,3,,,,3,2,9,9,3,2,1,2,,4,5,,4,,5,5,,,,1,1,,,,,1,,,,,,,,,,,,,2,,,,,6,2,,,,,,,,,5,2,3,,,2,,1,2,,,,,,0,30,,,,,17,2,2,,2,3,1,3,,,,,,,2,5,,,1,2,50,1,4,,,2,3,2,2,3,1,3,,1,,2,2,1,5,6,3,5,5,,,,,,,,,,1,,,,,2,,2,,1,,1,,,3,4,,,,,,,12,13,2,2,2,,,2,,,,4,3,,,,,,,,,4,,,,,1,1,2,2,2,3,2,3,3,2,3,3,12,21,,,,,,,,4,4,4,,,,,,,,,4,2,,1,3,5,,,,,,,,,,4,4,1,2,3,2,2,2,2,2,2,1,4,2,6,,6890,,,,,5230,1,1,1,1,5,,1,2,1,2,,4,3,,,1,1,,,3,,1,,2,,1,3,,2,,1,,1,,1,2,,1,,1,,2,2,2,,2,2,2,3,,4,,,,,,0,1,,2,,,,,,,2,,2,,,,1,1,,2,,2,,,,0,1,,2,1,3,,2,2,2,2,3,,,,2,1,6,,2,3,2,,,,,,,,,,,,,,,,,4,3,,,4,,,3,2,1,4,,,1,,,,1,3,2,,2,3,1,2,1,1,2,2,2,2,1,1,,2,,,5,3,39022.5,236.5,2,,3,3,1,2,2,2,,2,5,,2,6,,,,2,,1,1,,,,,2,,,2,,,,,,,,,,,3,5,,1,5,2,1,2,2,2,2,,57,,7,2,2,1,,,2,,,,,,,,1,1,1,,1,1,1,,,,2,,,,,,,,,,1,2,2,2,,,,2,,1,,0,1,,,,,,,,,5,,,0,,,,,,,,2,0,0,,0,,,2,,2,1,3,3,,,,,,52,,,,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,5,4,5,,,,,4,2,,,1,6,,,1,3,20,0,2,,3,,
330,39,2,3,12,1,12,12,,38.1,,,1,1,1,,2,2,2014,1975,,59.1,,4,,2,2,,2,2,2,2,4,,,,4,,,,1,1,1,,2,,,,,2,1,2,,,,,,2,,,,,7,,,0,,,,,,,,2,,,,,,2,2,4,,,,,2,2,5,5,3,3,3,2,,5,5,,4,,5,5,,,,1,,2,2,3,,2,,3,3,1,2,2,2,2,3,2,3,,2,,,,,4,2,,,,,,,,,2,1,,,,,,,1,,,,,,,,,,,,17,2,2,,2,2,1,3,,,,,,,1,1,,,1,,75,1,,,,,,3,3,,1,2,,,4,2,2,1,6,5,3,4,6,2,,4,2,,,,,,,,,,,2,,2,,1,,4,5,2,4,6,,3,,,,,202,11,2,2,1,201108,4,2,,,,1,7,,,,,,,,,4,,,,,,,4,1,2,,2,,5,,,2,.a,.a,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,4,2,,,,2,2,2,2,1,1,2,,,3,,,,,,,,,,,,3,,,1,2,,1,,2,,,3,2,,,4,,,,,,2,2,,,,1,,1,,2,1,,2,,2,,2,2,3,,1,,,2,,,,,,,,,2,,0,2,,,,,,,,2,,,,1,1,,2,,,,770,220,8,4,2,2,1,2,,3,,,,2,1,,,1,2,6,,,,2,2,,2,,,,,2,,,2,,,2,,,,3,5,1,3,,2,,6,,,,,1,,,,1,3,,,,2,,,2,2,3,,,,,1,,2,,,5,,,,2,,0,1,1,2,2,3,,3,3,,3,6,,,,2,,,,,,,,2,2,,1,,,,,,,,,,,1,3,,,3,3,1,1,2,2,3,,57,,,,,,,,,,,,,,,,,,2,,1,2,2,,,,3,,,,,,,,,,,,,,,,,3,,1,,2,,4,,,,,2,,,,2,4,0,2,,,,,,,,,0,,0,,,2,,3,1,2,2,,,,,,18,,,,2,2,2,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,1,,2,,,2,7,,,,2,,,1,2,3,,
331,66,1,3,15,1,12,7,13,37.6,49882.5,60967.5,1,1,0,1,1,2,2014,1948,13.2,43,32.6,4,5,2,2,2,2,2,2,2,4,,,,2,,,1,,,,3,2,4,3,1,2,4,2,2,1,2,4,1,3,1,3,2,,,5,,,0,2,,,,4,,1,2,,,,,,2,2,4,6,,1,,4,3,6,5,2,2,1,2,,4,5,,4,4,4,4,,,,1,1,,,,2,2,,,,,,,,,,,,,,1,1,,,3,4,,,,,,,2,1,4,3,2,,,2,2,1,1,,4,,,,3,30,,,,,38,2,2,,2,2,,4,,,,,,3,1,1,3,1,2,3,,3,3,,2,2,2,1,4,4,1,2,1,,,2,2,3,6,3,6,6,6,,,4,,,,,,,1,,2,,1,2,1,2,2,2,62,6,,,3,4,,,,,,,3,1,22,,1,199105,1,,1,,0,3,2,,51,,6,,,,,4,1,1,2,,,,4,2,2,4,2,1,4,4,2,1,12,21,,,,,,,,4,,4,,,,,,,3,2,5,3,4,4,2,1,1,,,1,2,2,,1,,3,2,2,3,3,2,2,2,2,2,2,1,3,3,6,3,5690,,,,1,4950,2,2,2,3,1,1,2,1,1,1,2,2,4,0,0,3,1,5,2,2,3,1,,3,,2,1,,1,,3,,1,,2,1,,2,,1,,1,1,,,1,3,2,2,,1,,,,,0,,0,,3,,,1,,,,,,1,2,,,2,1,3,2,,,2,4980,4700,8,4,,1,1,1,1,1,3,4,3,4,1,,,2,1,6,0,,4,2,,,,,,,,,,,,,,,,,3,2,,,1,,1,4,1,2,3,1,1,0,2,2,2,2,2,2,1,3,2,3,1,1,1,2,2,2,1,2,1,,2,,,4,4,39022.5,31927.5,2,,0,1,1,2,2,1,,1,4,1,1,5,,,1,2,1,20,12,,1,2,1,2,1,1,2,,,,,,,,2,,,4,2,,1,4,3,3,3,2,2,9,,57,4,7,5,6,5,,,2,,1,1,2,,,1680,1,1,1,1,1,1,1,8320,,2,2,,1,2,7,,,4,2,1,2,2,2,2,1,2,1,4,5,2,2,0,1,,,2,,3,,1,3,0,,,0,1,4,,2,70,,,2,2000,0,,0,1,12,,,6,2,1,1,,,2,,,52,175,,1965,2,2,1,2,2,2,,2,2,4,2,1,2,2,1,2,2,2,1,3,2,,3,5,3,4,1,3,,,4,2,1,1,2,1,1,5,3,2,14,0,1,,3,16,
332,73,2,1,19,1,,10,,91.1,,60967.5,4,,0,,1,1,2014,1941,,,,2,4,1,1,1,1,1,1,1,2,,,,1,,,,2,1,1,4,2,4,4,2,1,5,1,2,2,3,4,1,2,3,5,,,,2,,,0,,,,,5,,,3,,,,,,2,4,6,,,,,3,3,5,8,1,2,3,1,,4,5,,4,4,4,4,,,,1,,2,3,3,,2,,2,2,3,3,2,3,1,2,1,3,,1,,,,,3,2,,,,,,,,,4,2,,,,,,,0,,,,,,,,,,2,,.u,2,2,,2,2,1,4,,,,,2,,1,5,,,2,,,3,,,,,,3,4,5,1,1,,,,3,3,3,6,3,4,6,1,4,,4,1,,,,,,1,,,,,2,,1,,1,,6,1,1,6,6,2,2,2,1,,,1,4,1,2,2,,,2,,,,4,1,,,,,,,,,4,,,,,,,3,2,2,5,2,1,5,4,3,4,12,21,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,6,3,,,3,2,2,2,2,2,2,1,,,6,,.b,29,,,,,,,,1,3,,,,1,2,2,,4,,,2,1,,,3,,2,,3,,1,1,,1,,1,,1,,1,1,,1,,1,,1,1,1,,1,1,2,1,,,,,,,,,6,,0,5,,,,,,,,2,,,,2,1,,2,,,,,,0,1,1,,0,2,,0,2,4,4,4,,,,1,1,4,,,,2,2,,1,,,,,,,,1,,,2,,,1,,4,2,4,,2,4,6,,,1,1,0,,,,1,1,2,,3,2,2,2,1,2,1,,,,,1,,2,,,3,2,39022.5,,2,,3,1,1,3,3,1,,4,6,,1,4,,,,2,,,,,,,,2,,,2,,,,,,,,,2,,4,3,,,0,3,,1,2,2,3,,57,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,,,4,,,,,,,,,,,,,,,,,5,,1,,0,,1,,,,,1,,,,2,4,,,,,,,,,,3000,0,,0,2,,,,1,1,1,1,,,,,,0,,1988,,2,2,2,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,3,,1,,,2,5,,,,1,,,1,2,3,,
